,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
703,SP1,201516,16/04/2016,Eibar,Sociedad,2,1,H,1,1,D
704,SP1,201516,16/04/2016,Getafe,Real Madrid,1,5,A,0,2,A
705,SP1,201516,16/04/2016,Las Palmas,Sp Gijon,1,1,D,1,0,H
706,SP1,201516,17/04/2016,Ath Madrid,Granada,3,0,H,1,0,H
707,SP1,201516,17/04/2016,Barcelona,Valencia,1,2,A,0,2,A
708,SP1,201516,17/04/2016,Malaga,Ath Bilbao,0,1,A,0,0,D
709,SP1,201516,17/04/2016,Sevilla,La Coruna,1,1,D,1,0,H
710,SP1,201516,17/04/2016,Vallecano,Villarreal,2,1,H,1,1,D
711,SP1,201516,19/04/2016,Betis,Las Palmas,1,0,H,0,0,D
712,SP1,201516,19/04/2016,Espanol,Celta,1,1,D,1,1,D
713,SP1,201516,20/04/2016,Ath Bilbao,Ath Madrid,0,1,A,0,1,A
714,SP1,201516,20/04/2016,La Coruna,Barcelona,0,8,A,0,2,A
715,SP1,201516,20/04/2016,Malaga,Vallecano,1,1,D,0,0,D
716,SP1,201516,20/04/2016,Real Madrid,Villarreal,3,0,H,1,0,H
717,SP1,201516,20/04/2016,Sp Gijon,Sevilla,2,1,H,1,1,D
718,SP1,201516,20/04/2016,Valencia,Eibar,4,0,H,3,0,H
719,SP1,201516,21/04/2016,Granada,Levante,5,1,H,3,0,H
720,SP1,201516,21/04/2016,Sociedad,Getafe,1,2,A,1,1,D
721,SP1,201516,22/04/2016,Las Palmas,Espanol,4,0,H,1,0,H
722,SP1,201516,23/04/2016,Ath Madrid,Malaga,1,0,H,0,0,D
723,SP1,201516,23/04/2016,Barcelona,Sp Gijon,6,0,H,1,0,H
724,SP1,201516,23/04/2016,Eibar,La Coruna,1,1,D,1,0,H
725,SP1,201516,23/04/2016,Vallecano,Real Madrid,2,3,A,2,1,H
726,SP1,201516,24/04/2016,Getafe,Valencia,2,2,D,0,0,D
727,SP1,201516,24/04/2016,Levante,Ath Bilbao,2,2,D,1,0,H
728,SP1,201516,24/04/2016,Sevilla,Betis,2,0,H,0,0,D
729,SP1,201516,24/04/2016,Villarreal,Sociedad,0,0,D,0,0,D
730,SP1,201516,25/04/2016,Celta,Granada,2,1,H,1,0,H
731,SP1,201516,29/04/2016,Sp Gijon,Eibar,2,0,H,1,0,H
732,SP1,201516,30/04/2016,Ath Madrid,Vallecano,1,0,H,0,0,D
733,SP1,201516,30/04/2016,Betis,Barcelona,0,2,A,0,0,D
734,SP1,201516,30/04/2016,Granada,Las Palmas,3,2,H,2,2,D
735,SP1,201516,30/04/2016,Sociedad,Real Madrid,0,1,A,0,0,D
736,SP1,201516,01/05/2016,Ath Bilbao,Celta,2,1,H,1,1,D
737,SP1,201516,01/05/2016,Espanol,Sevilla,1,0,H,0,0,D
738,SP1,201516,01/05/2016,La Coruna,Getafe,0,2,A,0,1,A
739,SP1,201516,01/05/2016,Valencia,Villarreal,0,2,A,0,2,A
740,SP1,201516,02/05/2016,Malaga,Levante,3,1,H,1,1,D
741,SP1,201516,08/05/2016,Barcelona,Espanol,5,0,H,1,0,H
742,SP1,201516,08/05/2016,Celta,Malaga,1,0,H,1,0,H
743,SP1,201516,08/05/2016,Eibar,Betis,1,1,D,0,1,A
744,SP1,201516,08/05/2016,Getafe,Sp Gijon,1,1,D,0,0,D
745,SP1,201516,08/05/2016,Las Palmas,Ath Bilbao,0,0,D,0,0,D
746,SP1,201516,08/05/2016,Levante,Ath Madrid,2,1,H,1,1,D
747,SP1,201516,08/05/2016,Real Madrid,Valencia,3,2,H,2,0,H
748,SP1,201516,08/05/2016,Sevilla,Granada,1,4,A,0,1,A
749,SP1,201516,08/05/2016,Sociedad,Vallecano,2,1,H,1,0,H
750,SP1,201516,08/05/2016,Villarreal,La Coruna,0,2,A,0,1,A
751,SP1,201516,13/05/2016,Valencia,Sociedad,0,1,A,0,0,D
752,SP1,201516,14/05/2016,Ath Bilbao,Sevilla,3,1,H,2,0,H
753,SP1,201516,14/05/2016,Ath Madrid,Celta,2,0,H,0,0,D
754,SP1,201516,14/05/2016,Granada,Barcelona,0,3,A,0,2,A
755,SP1,201516,14/05/2016,La Coruna,Real Madrid,0,2,A,0,2,A
756,SP1,201516,15/05/2016,Betis,Getafe,2,1,H,0,0,D
757,SP1,201516,15/05/2016,Espanol,Eibar,4,2,H,2,0,H
758,SP1,201516,15/05/2016,Malaga,Las Palmas,4,1,H,2,1,H
759,SP1,201516,15/05/2016,Sp Gijon,Villarreal,2,0,H,1,0,H
760,SP1,201516,15/05/2016,Vallecano,Levante,3,1,H,2,0,H
761,SP2,201617,19/08/2016,Almeria,Cadiz,1,1,D,0,0,D
762,SP2,201617,19/08/2016,Mirandes,Getafe,1,1,D,0,0,D
763,SP2,201617,20/08/2016,Alcorcon,Huesca,0,0,D,0,0,D
764,SP2,201617,20/08/2016,Cordoba,Tenerife,1,0,H,1,0,H
765,SP2,201617,20/08/2016,Elche,Vallecano,2,1,H,2,1,H
766,SP2,201617,20/08/2016,Mallorca,Reus Deportiu,0,1,A,0,0,D
767,SP2,201617,21/08/2016,Gimnastic,Lugo,2,2,D,0,2,A
768,SP2,201617,21/08/2016,Numancia,Levante,0,1,A,0,0,D
769,SP2,201617,21/08/2016,Sevilla B,Girona,3,3,D,1,0,H
770,SP2,201617,21/08/2016,Valladolid,Oviedo,1,0,H,1,0,H
771,SP2,201617,22/08/2016,Zaragoza,UCAM Murcia,3,1,H,3,0,H
772,SP2,201617,26/08/2016,Getafe,Numancia,0,0,D,0,0,D
773,SP2,201617,26/08/2016,Tenerife,Sevilla B,1,1,D,0,1,A
774,SP2,201617,27/08/2016,Girona,Elche,3,1,H,2,0,H
775,SP2,201617,27/08/2016,Lugo,Zaragoza,3,3,D,1,1,D
776,SP2,201617,27/08/2016,Oviedo,Almeria,2,0,H,0,0,D
777,SP2,201617,27/08/2016,Reus Deportiu,Mirandes,1,1,D,1,1,D
778,SP2,201617,28/08/2016,Cadiz,Mallorca,1,1,D,1,0,H
779,SP2,201617,28/08/2016,Huesca,Gimnastic,1,1,D,0,0,D
780,SP2,201617,28/08/2016,Levante,Alcorcon,2,0,H,2,0,H
781,SP2,201617,28/08/2016,UCAM Murcia,Cordoba,1,1,D,0,0,D
782,SP2,201617,28/08/2016,Vallecano,Valladolid,0,0,D,0,0,D
783,SP2,201617,02/09/2016,Cordoba,Lugo,3,3,D,1,1,D
784,SP2,201617,02/09/2016,Sevilla B,UCAM Murcia,1,1,D,0,0,D
785,SP2,201617,03/09/2016,Almeria,Vallecano,3,0,H,2,0,H
786,SP2,201617,03/09/2016,Elche,Tenerife,3,1,H,1,0,H
787,SP2,201617,03/09/2016,Getafe,Reus Deportiu,1,1,D,0,0,D
788,SP2,201617,03/09/2016,Mirandes,Cadiz,3,2,H,0,2,A
789,SP2,201617,03/09/2016,Valladolid,Girona,2,1,H,2,0,H
790,SP2,201617,04/09/2016,Gimnastic,Levante,1,1,D,0,0,D
791,SP2,201617,04/09/2016,Mallorca,Oviedo,0,0,D,0,0,D
792,SP2,201617,04/09/2016,Numancia,Alcorcon,1,1,D,1,1,D
793,SP2,201617,04/09/2016,Zaragoza,Huesca,1,0,H,0,0,D
794,SP2,201617,10/09/2016,Levante,Zaragoza,4,2,H,3,1,H
795,SP2,201617,10/09/2016,Lugo,Sevilla B,1,0,H,0,0,D
796,SP2,201617,10/09/2016,Reus Deportiu,Numancia,1,1,D,0,0,D
797,SP2,201617,10/09/2016,Tenerife,Valladolid,1,0,H,1,0,H
798,SP2,201617,11/09/2016,Alcorcon,Gimnastic,1,0,H,0,0,D
799,SP2,201617,11/09/2016,Cadiz,Getafe,3,0,H,1,0,H
800,SP2,201617,11/09/2016,Girona,Almeria,3,3,D,2,1,H
801,SP2,201617,11/09/2016,Huesca,Cordoba,3,0,H,2,0,H
802,SP2,201617,11/09/2016,Oviedo,Mirandes,0,0,D,0,0,D
803,SP2,201617,11/09/2016,UCAM Murcia,Elche,1,1,D,0,1,A
804,SP2,201617,11/09/2016,Vallecano,Mallorca,1,0,H,0,0,D
805,SP2,201617,17/09/2016,Cordoba,Levante,1,0,H,1,0,H
806,SP2,201617,17/09/2016,Elche,Lugo,0,3,A,0,2,A
807,SP2,201617,17/09/2016,Numancia,Gimnastic,1,0,H,1,0,H
808,SP2,201617,17/09/2016,Reus Deportiu,Cadiz,1,0,H,0,0,D
809,SP2,201617,17/09/2016,Valladolid,UCAM Murcia,0,1,A,0,0,D
810,SP2,201617,17/09/2016,Zaragoza,Alcorcon,2,0,H,1,0,H
811,SP2,201617,18/09/2016,Almeria,Tenerife,0,1,A,0,0,D
812,SP2,201617,18/09/2016,Getafe,Oviedo,2,1,H,0,1,A
813,SP2,201617,18/09/2016,Mallorca,Girona,1,0,H,1,0,H
814,SP2,201617,18/09/2016,Mirandes,Vallecano,2,1,H,1,1,D
815,SP2,201617,18/09/2016,Sevilla B,Huesca,2,0,H,0,0,D
816,SP2,201617,20/09/2016,Alcorcon,Cordoba,0,1,A,0,0,D
817,SP2,201617,20/09/2016,Cadiz,Numancia,1,0,H,0,0,D
818,SP2,201617,20/09/2016,Gimnastic,Zaragoza,0,0,D,0,0,D
819,SP2,201617,20/09/2016,Lugo,Valladolid,1,0,H,1,0,H
820,SP2,201617,21/09/2016,Huesca,Elche,0,3,A,0,0,D
821,SP2,201617,21/09/2016,Levante,Sevilla B,1,0,H,0,0,D
822,SP2,201617,21/09/2016,UCAM Murcia,Almeria,4,0,H,1,0,H
823,SP2,201617,22/09/2016,Girona,Mirandes,1,1,D,0,0,D
824,SP2,201617,22/09/2016,Oviedo,Reus Deportiu,0,1,A,0,0,D
825,SP2,201617,22/09/2016,Tenerife,Mallorca,0,0,D,0,0,D
826,SP2,201617,22/09/2016,Vallecano,Getafe,2,0,H,1,0,H
827,SP2,201617,24/09/2016,Almeria,Lugo,0,0,D,0,0,D
828,SP2,201617,24/09/2016,Cordoba,Gimnastic,2,0,H,1,0,H
829,SP2,201617,24/09/2016,Elche,Levante,0,1,A,0,0,D
830,SP2,201617,24/09/2016,Sevilla B,Alcorcon,1,1,D,1,0,H
831,SP2,201617,24/09/2016,Valladolid,Huesca,1,2,A,0,0,D
832,SP2,201617,25/09/2016,Cadiz,Oviedo,0,2,A,0,2,A
833,SP2,201617,25/09/2016,Getafe,Girona,0,2,A,0,1,A
834,SP2,201617,25/09/2016,Mallorca,UCAM Murcia,0,0,D,0,0,D
835,SP2,201617,25/09/2016,Mirandes,Tenerife,3,2,H,2,0,H
836,SP2,201617,25/09/2016,Numancia,Zaragoza,2,1,H,1,1,D
837,SP2,201617,25/09/2016,Reus Deportiu,Vallecano,1,1,D,1,0,H
838,SP2,201617,01/10/2016,Alcorcon,Elche,1,0,H,0,0,D
839,SP2,201617,01/10/2016,Gimnastic,Sevilla B,1,1,D,1,1,D
840,SP2,201617,01/10/2016,Huesca,Almeria,2,0,H,1,0,H
841,SP2,201617,01/10/2016,Lugo,Mallorca,3,1,H,2,1,H
842,SP2,201617,01/10/2016,Zaragoza,Cordoba,1,1,D,1,1,D
843,SP2,201617,02/10/2016,Girona,Reus Deportiu,1,0,H,0,0,D
844,SP2,201617,02/10/2016,Levante,Valladolid,3,2,H,1,1,D
845,SP2,201617,02/10/2016,Oviedo,Numancia,2,2,D,1,1,D
846,SP2,201617,02/10/2016,Tenerife,Getafe,0,0,D,0,0,D
847,SP2,201617,02/10/2016,UCAM Murcia,Mirandes,2,2,D,1,2,A
848,SP2,201617,02/10/2016,Vallecano,Cadiz,3,0,H,1,0,H
849,SP2,201617,08/10/2016,Elche,Gimnastic,4,4,D,2,1,H
850,SP2,201617,08/10/2016,Getafe,UCAM Murcia,2,0,H,0,0,D
851,SP2,201617,08/10/2016,Numancia,Cordoba,1,1,D,1,0,H
852,SP2,201617,08/10/2016,Reus Deportiu,Tenerife,0,0,D,0,0,D
853,SP2,201617,08/10/2016,Sevilla B,Zaragoza,2,1,H,0,0,D
854,SP2,201617,08/10/2016,Valladolid,Alcorcon,2,0,H,2,0,H
855,SP2,201617,09/10/2016,Almeria,Levante,2,2,D,1,0,H
856,SP2,201617,09/10/2016,Cadiz,Girona,0,0,D,0,0,D
857,SP2,201617,09/10/2016,Mallorca,Huesca,3,0,H,2,0,H
858,SP2,201617,09/10/2016,Mirandes,Lugo,2,2,D,0,2,A
859,SP2,201617,09/10/2016,Oviedo,Vallecano,2,0,H,1,0,H
860,SP2,201617,15/10/2016,Alcorcon,Almeria,0,0,D,0,0,D
861,SP2,201617,15/10/2016,Girona,Oviedo,0,0,D,0,0,D
862,SP2,201617,15/10/2016,Huesca,Mirandes,3,0,H,1,0,H
863,SP2,201617,15/10/2016,Levante,Mallorca,2,1,H,1,1,D
864,SP2,201617,15/10/2016,Lugo,Getafe,0,1,A,0,0,D
865,SP2,201617,16/10/2016,Cordoba,Sevilla B,0,1,A,0,0,D
866,SP2,201617,16/10/2016,Gimnastic,Valladolid,1,2,A,1,1,D
867,SP2,201617,16/10/2016,Tenerife,Cadiz,1,1,D,0,0,D
868,SP2,201617,16/10/2016,UCAM Murcia,Reus Deportiu,0,2,A,0,2,A
869,SP2,201617,16/10/2016,Vallecano,Numancia,3,3,D,1,1,D
870,SP2,201617,16/10/2016,Zaragoza,Elche,1,3,A,0,3,A
871,SP2,201617,22/10/2016,Elche,Cordoba,1,1,D,1,0,H
872,SP2,201617,22/10/2016,Getafe,Huesca,1,1,D,0,0,D
873,SP2,201617,22/10/2016,Numancia,Sevilla B,1,2,A,1,1,D
874,SP2,201617,22/10/2016,Reus Deportiu,Lugo,2,1,H,2,0,H
875,SP2,201617,22/10/2016,Vallecano,Girona,1,0,H,0,0,D
876,SP2,201617,23/10/2016,Almeria,Gimnastic,3,0,H,1,0,H
877,SP2,201617,23/10/2016,Cadiz,UCAM Murcia,2,2,D,2,0,H
878,SP2,201617,23/10/2016,Mallorca,Alcorcon,1,0,H,0,0,D
879,SP2,201617,23/10/2016,Mirandes,Levante,0,3,A,0,1,A
880,SP2,201617,23/10/2016,Oviedo,Tenerife,2,0,H,1,0,H
881,SP2,201617,23/10/2016,Valladolid,Zaragoza,0,0,D,0,0,D
882,SP2,201617,29/10/2016,Cordoba,Valladolid,1,1,D,1,1,D
883,SP2,201617,29/10/2016,Huesca,Reus Deportiu,2,1,H,0,1,A
884,SP2,201617,29/10/2016,Tenerife,Vallecano,3,2,H,2,1,H
885,SP2,201617,29/10/2016,Zaragoza,Almeria,2,1,H,1,0,H
886,SP2,201617,30/10/2016,Alcorcon,Mirandes,1,0,H,0,0,D
887,SP2,201617,30/10/2016,Gimnastic,Mallorca,2,2,D,1,0,H
888,SP2,201617,30/10/2016,Girona,Numancia,3,0,H,3,0,H
889,SP2,201617,30/10/2016,Levante,Getafe,1,1,D,1,1,D
890,SP2,201617,30/10/2016,Lugo,Cadiz,0,1,A,0,0,D
891,SP2,201617,30/10/2016,Sevilla B,Elche,2,0,H,0,0,D
892,SP2,201617,30/10/2016,UCAM Murcia,Oviedo,0,1,A,0,1,A
893,SP2,201617,05/11/2016,Cadiz,Huesca,1,0,H,0,0,D
894,SP2,201617,05/11/2016,Girona,Tenerife,1,1,D,1,1,D
895,SP2,201617,05/11/2016,Mallorca,Zaragoza,2,2,D,0,1,A
896,SP2,201617,05/11/2016,Valladolid,Sevilla B,2,0,H,0,0,D
897,SP2,201617,05/11/2016,Vallecano,UCAM Murcia,0,1,A,0,0,D
898,SP2,201617,06/11/2016,Almeria,Cordoba,3,1,H,3,1,H
899,SP2,201617,06/11/2016,Getafe,Alcorcon,1,0,H,0,0,D
900,SP2,201617,06/11/2016,Mirandes,Gimnastic,0,1,A,0,0,D
901,SP2,201617,06/11/2016,Numancia,Elche,2,2,D,2,0,H
902,SP2,201617,06/11/2016,Oviedo,Lugo,1,1,D,0,1,A
903,SP2,201617,06/11/2016,Reus Deportiu,Levante,0,1,A,0,0,D
904,SP2,201617,11/11/2016,Cordoba,Mallorca,0,2,A,0,0,D
905,SP2,201617,12/11/2016,Alcorcon,Reus Deportiu,1,0,H,0,0,D
906,SP2,201617,12/11/2016,Elche,Valladolid,2,0,H,1,0,H
907,SP2,201617,12/11/2016,Gimnastic,Getafe,1,0,H,1,0,H
908,SP2,201617,12/11/2016,Huesca,Oviedo,4,0,H,3,0,H
909,SP2,201617,12/11/2016,Levante,Cadiz,0,0,D,0,0,D
910,SP2,201617,12/11/2016,Tenerife,Numancia,1,1,D,1,0,H
911,SP2,201617,13/11/2016,Lugo,Vallecano,1,0,H,1,0,H
912,SP2,201617,13/11/2016,Sevilla B,Almeria,1,0,H,1,0,H
913,SP2,201617,13/11/2016,UCAM Murcia,Girona,0,1,A,0,0,D
914,SP2,201617,13/11/2016,Zaragoza,Mirandes,2,0,H,2,0,H
915,SP2,201617,18/11/2016,Almeria,Elche,2,1,H,1,1,D
916,SP2,201617,19/11/2016,Girona,Lugo,3,1,H,2,1,H
917,SP2,201617,19/11/2016,Mallorca,Sevilla B,2,2,D,0,2,A
918,SP2,201617,19/11/2016,Numancia,Valladolid,2,1,H,1,0,H
919,SP2,201617,19/11/2016,Oviedo,Levante,2,0,H,0,0,D
920,SP2,201617,20/11/2016,Cadiz,Alcorcon,4,1,H,0,1,A
921,SP2,201617,20/11/2016,Getafe,Zaragoza,1,0,H,0,0,D
922,SP2,201617,20/11/2016,Mirandes,Cordoba,1,1,D,1,0,H
923,SP2,201617,20/11/2016,Reus Deportiu,Gimnastic,1,0,H,0,0,D
924,SP2,201617,20/11/2016,Tenerife,UCAM Murcia,2,1,H,2,1,H
925,SP2,201617,20/11/2016,Vallecano,Huesca,2,2,D,1,1,D
926,SP2,201617,25/11/2016,Gimnastic,Cadiz,1,0,H,0,0,D
927,SP2,201617,26/11/2016,Alcorcon,Oviedo,5,1,H,2,0,H
928,SP2,201617,26/11/2016,Lugo,Tenerife,1,3,A,1,1,D
929,SP2,201617,26/11/2016,UCAM Murcia,Numancia,3,2,H,0,1,A
930,SP2,201617,26/11/2016,Valladolid,Almeria,0,0,D,0,0,D
931,SP2,201617,26/11/2016,Zaragoza,Reus Deportiu,2,2,D,1,0,H
932,SP2,201617,27/11/2016,Cordoba,Getafe,1,3,A,0,1,A
933,SP2,201617,27/11/2016,Elche,Mallorca,1,0,H,0,0,D
934,SP2,201617,27/11/2016,Huesca,Girona,1,2,A,1,2,A
935,SP2,201617,27/11/2016,Sevilla B,Mirandes,1,0,H,1,0,H
936,SP2,201617,02/12/2016,Getafe,Sevilla B,2,0,H,1,0,H
937,SP2,201617,03/12/2016,Cadiz,Zaragoza,3,0,H,1,0,H
938,SP2,201617,03/12/2016,Mirandes,Elche,1,0,H,1,0,H
939,SP2,201617,03/12/2016,Numancia,Almeria,1,0,H,1,0,H
940,SP2,201617,03/12/2016,UCAM Murcia,Lugo,1,2,A,1,1,D
941,SP2,201617,04/12/2016,Girona,Levante,2,1,H,1,0,H
942,SP2,201617,04/12/2016,Mallorca,Valladolid,0,3,A,0,0,D
943,SP2,201617,04/12/2016,Oviedo,Gimnastic,1,0,H,1,0,H
944,SP2,201617,04/12/2016,Reus Deportiu,Cordoba,1,2,A,0,1,A
945,SP2,201617,04/12/2016,Tenerife,Huesca,1,1,D,1,0,H
946,SP2,201617,04/12/2016,Vallecano,Alcorcon,2,0,H,0,0,D
947,SP2,201617,09/12/2016,Sevilla B,Reus Deportiu,0,1,A,0,0,D
948,SP2,201617,10/12/2016,Elche,Getafe,2,2,D,0,2,A
949,SP2,201617,10/12/2016,Gimnastic,Vallecano,0,1,A,0,0,D
950,SP2,201617,10/12/2016,Huesca,UCAM Murcia,5,2,H,2,1,H
951,SP2,201617,10/12/2016,Levante,Tenerife,1,0,H,0,0,D
952,SP2,201617,11/12/2016,Alcorcon,Girona,2,1,H,2,0,H
953,SP2,201617,11/12/2016,Almeria,Mallorca,2,1,H,1,0,H
954,SP2,201617,11/12/2016,Cordoba,Cadiz,1,3,A,0,0,D
955,SP2,201617,11/12/2016,Lugo,Numancia,3,1,H,1,1,D
956,SP2,201617,11/12/2016,Valladolid,Mirandes,5,0,H,2,0,H
957,SP2,201617,11/12/2016,Zaragoza,Oviedo,2,1,H,1,0,H
958,SP2,201617,14/12/2016,Levante,Vallecano,1,0,H,1,0,H
959,SP2,201617,16/12/2016,Reus Deportiu,Elche,0,1,A,0,0,D
960,SP2,201617,17/12/2016,Getafe,Valladolid,3,1,H,0,0,D
961,SP2,201617,17/12/2016,Girona,Gimnastic,4,2,H,1,2,A
962,SP2,201617,17/12/2016,Lugo,Huesca,1,1,D,0,1,A
963,SP2,201617,17/12/2016,Oviedo,Cordoba,1,2,A,0,1,A
964,SP2,201617,17/12/2016,Tenerife,Alcorcon,2,0,H,1,0,H
965,SP2,201617,18/12/2016,Cadiz,Sevilla B,4,1,H,1,0,H
966,SP2,201617,18/12/2016,Mirandes,Almeria,2,1,H,0,0,D
967,SP2,201617,18/12/2016,Numancia,Mallorca,3,1,H,2,1,H
968,SP2,201617,18/12/2016,Vallecano,Zaragoza,1,2,A,0,0,D
969,SP2,201617,06/01/2017,Almeria,Getafe,0,1,A,0,0,D
970,SP2,201617,06/01/2017,Mallorca,Mirandes,2,0,H,0,0,D
971,SP2,201617,06/01/2017,Numancia,Huesca,0,0,D,0,0,D
972,SP2,201617,06/01/2017,Valladolid,Reus Deportiu,1,0,H,0,0,D
973,SP2,201617,07/01/2017,Cordoba,Vallecano,0,0,D,0,0,D
974,SP2,201617,07/01/2017,Levante,Lugo,1,0,H,0,0,D
975,SP2,201617,08/01/2017,Alcorcon,UCAM Murcia,0,0,D,0,0,D
976,SP2,201617,08/01/2017,Elche,Cadiz,2,3,A,1,1,D
977,SP2,201617,08/01/2017,Gimnastic,Tenerife,1,1,D,0,1,A
978,SP2,201617,08/01/2017,Sevilla B,Oviedo,5,3,H,3,0,H
979,SP2,201617,08/01/2017,Zaragoza,Girona,0,2,A,0,0,D
980,SP2,201617,11/01/2017,UCAM Murcia,Levante,0,2,A,0,1,A
981,SP2,201617,13/01/2017,Cadiz,Valladolid,0,1,A,0,1,A
982,SP2,201617,14/01/2017,Mirandes,Numancia,0,3,A,0,1,A
983,SP2,201617,14/01/2017,Oviedo,Elche,2,1,H,0,0,D
984,SP2,201617,14/01/2017,Tenerife,Zaragoza,1,0,H,0,0,D
985,SP2,201617,14/01/2017,UCAM Murcia,Gimnastic,1,1,D,0,1,A
986,SP2,201617,14/01/2017,Vallecano,Sevilla B,1,1,D,0,1,A
987,SP2,201617,15/01/2017,Getafe,Mallorca,1,1,D,0,1,A
988,SP2,201617,15/01/2017,Girona,Cordoba,2,0,H,1,0,H
989,SP2,201617,15/01/2017,Huesca,Levante,0,2,A,0,1,A
990,SP2,201617,15/01/2017,Lugo,Alcorcon,1,0,H,0,0,D
991,SP2,201617,15/01/2017,Reus Deportiu,Almeria,1,0,H,1,0,H
992,SP2,201617,21/01/2017,Huesca,Alcorcon,0,1,A,0,0,D
993,SP2,201617,21/01/2017,Lugo,Gimnastic,2,3,A,1,0,H
994,SP2,201617,21/01/2017,Oviedo,Valladolid,1,0,H,1,0,H
995,SP2,201617,21/01/2017,Tenerife,Cordoba,2,0,H,0,0,D
996,SP2,201617,21/01/2017,UCAM Murcia,Zaragoza,1,0,H,1,0,H
997,SP2,201617,21/01/2017,Vallecano,Elche,1,1,D,0,1,A
998,SP2,201617,22/01/2017,Cadiz,Almeria,1,0,H,0,0,D
999,SP2,201617,22/01/2017,Getafe,Mirandes,1,1,D,1,0,H
1000,SP2,201617,22/01/2017,Girona,Sevilla B,2,0,H,0,0,D
1001,SP2,201617,22/01/2017,Levante,Numancia,1,0,H,1,0,H
1002,SP2,201617,22/01/2017,Reus Deportiu,Mallorca,1,1,D,0,1,A
1003,SP2,201617,27/01/2017,Elche,Girona,1,0,H,0,0,D
1004,SP2,201617,28/01/2017,Alcorcon,Levante,2,0,H,2,0,H
1005,SP2,201617,28/01/2017,Gimnastic,Huesca,0,0,D,0,0,D
1006,SP2,201617,28/01/2017,Mirandes,Reus Deportiu,1,1,D,1,0,H
1007,SP2,201617,28/01/2017,Sevilla B,Tenerife,0,0,D,0,0,D
1008,SP2,201617,28/01/2017,Valladolid,Vallecano,2,1,H,0,1,A
1009,SP2,201617,29/01/2017,Almeria,Oviedo,3,0,H,0,0,D
1010,SP2,201617,29/01/2017,Cordoba,UCAM Murcia,1,1,D,1,0,H
1011,SP2,201617,29/01/2017,Mallorca,Cadiz,0,0,D,0,0,D
1012,SP2,201617,29/01/2017,Numancia,Getafe,2,0,H,1,0,H
1013,SP2,201617,29/01/2017,Zaragoza,Lugo,1,1,D,0,0,D
1014,SP2,201617,03/02/2017,UCAM Murcia,Sevilla B,1,0,H,0,0,D
1015,SP2,201617,04/02/2017,Alcorcon,Numancia,2,3,A,1,1,D
1016,SP2,201617,04/02/2017,Cadiz,Mirandes,2,1,H,1,1,D
1017,SP2,201617,04/02/2017,Huesca,Zaragoza,2,3,A,0,0,D
1018,SP2,201617,04/02/2017,Lugo,Cordoba,1,0,H,1,0,H
1019,SP2,201617,04/02/2017,Tenerife,Elche,2,0,H,1,0,H
1020,SP2,201617,05/02/2017,Girona,Valladolid,2,1,H,1,0,H
1021,SP2,201617,05/02/2017,Levante,Gimnastic,2,1,H,0,0,D
1022,SP2,201617,05/02/2017,Oviedo,Mallorca,2,1,H,1,1,D
1023,SP2,201617,05/02/2017,Reus Deportiu,Getafe,1,1,D,0,1,A
1024,SP2,201617,05/02/2017,Vallecano,Almeria,1,0,H,1,0,H
1025,SP2,201617,10/02/2017,Sevilla B,Lugo,1,1,D,0,0,D
1026,SP2,201617,11/02/2017,Almeria,Girona,0,0,D,0,0,D
1027,SP2,201617,11/02/2017,Getafe,Cadiz,3,2,H,2,1,H
1028,SP2,201617,11/02/2017,Gimnastic,Alcorcon,1,1,D,1,1,D
1029,SP2,201617,11/02/2017,Zaragoza,Levante,0,1,A,0,1,A
1030,SP2,201617,12/02/2017,Cordoba,Huesca,0,2,A,0,0,D
1031,SP2,201617,12/02/2017,Elche,UCAM Murcia,1,1,D,1,0,H
1032,SP2,201617,12/02/2017,Mallorca,Vallecano,2,1,H,2,0,H
1033,SP2,201617,12/02/2017,Mirandes,Oviedo,0,2,A,0,1,A
1034,SP2,201617,12/02/2017,Numancia,Reus Deportiu,1,0,H,1,0,H
1035,SP2,201617,12/02/2017,Valladolid,Tenerife,0,0,D,0,0,D
1036,SP2,201617,17/02/2017,Lugo,Elche,1,2,A,1,2,A
1037,SP2,201617,18/02/2017,Gimnastic,Numancia,2,0,H,0,0,D
1038,SP2,201617,18/02/2017,Girona,Mallorca,1,0,H,0,0,D
1039,SP2,201617,18/02/2017,Levante,Cordoba,3,1,H,1,1,D
1040,SP2,201617,18/02/2017,Tenerife,Almeria,1,0,H,1,0,H
1041,SP2,201617,18/02/2017,UCAM Murcia,Valladolid,1,3,A,0,2,A
1042,SP2,201617,19/02/2017,Alcorcon,Zaragoza,1,1,D,0,0,D
1043,SP2,201617,19/02/2017,Cadiz,Reus Deportiu,0,0,D,0,0,D
1044,SP2,201617,19/02/2017,Huesca,Sevilla B,2,1,H,2,0,H
1045,SP2,201617,19/02/2017,Oviedo,Getafe,2,1,H,1,0,H
1046,SP2,201617,19/02/2017,Vallecano,Mirandes,1,2,A,0,0,D
1047,SP2,201617,24/02/2017,Reus Deportiu,Oviedo,1,1,D,1,0,H
1048,SP2,201617,25/02/2017,Cordoba,Alcorcon,1,0,H,0,0,D
1049,SP2,201617,25/02/2017,Elche,Huesca,1,1,D,0,1,A
1050,SP2,201617,25/02/2017,Getafe,Vallecano,1,0,H,0,0,D
